ID,X12,X13,X14,X19,X20,X22,X27,X31,X35,X37,X43,X45,X46,X49,X50,X51,X58,X64,X68,X70,X71,X80,X81,X84,X85,X96,X98,X100,X101,X103,X114,X115,X116,X118,X119,X127,X129,X132,X133,X137,X139,X142,X144,X150,X151,X154,X155,X156,X157,X158,X161,X163,X164,X168,X171,X177,X178,X180,X181,X182,X186,X187,X189,X191,X194,X201,X202,X208,X209,X215,X218,X219,X220,X223,X224,X225,X234,X238,X241,X244,X246,X247,X250,X251,X256,X261,X265,X273,X275,X283,X285,X286,X294,X300,X304,X311,X313,X314,X316,X321,X324,X327,X329,X331,X334,X336,X337,X343,X348,X350,X351,X352,X354,X355,X356,X358,X360,X362,X363,X367,X368,X374,X375,X376,X377,parts,X0_ak,X0_ay,X0_f,X0_o,X0_t,X0_x,X0_y,X0_z,X1_aa,X1_b,X1_l,X1_r,X1_s,X1_v,X2_ae,X2_ai,X2_ak,X2_as,X2_m,X3_a,X3_c,X3_d,X3_f,X3_g,X5_d,X5_n,X5_q,X5_r,X5_s,X5_v,X5_w,X6_d,X6_g,X6_i,X6_j,X6_l,X8_e,X8_f,X8_i,X8_j,X8_n,X8_r,X8_s,pca_1,ica_1,pca_2,ica_2,pca_3,ica_3,pca_4,ica_4,pca_5,ica_5,pca_6,ica_6,pca_7,ica_7,pca_8,ica_8,pca_9,ica_9,pca_10,ica_10,pca_11,ica_11,pca_12,ica_12
1090,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-2.058571796518185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2819705079181147,0.0026536279846486413,-2.348618444417709,0.005394138917167054,0.8635419212154195,0.019395270335839668,0.3302263665957248,0.020473707203120483,1.0538801690005204,0.007091076231101405,-1.8042617974737414,0.027936892044476205,0.28898692604513443,-0.004295418851597217,-0.5462789487698627,-0.010723320033993776,0.33957888442124456,0.0009369657310403317,0.4316832481685214,-0.009732634017174507,0.14609843370594458,-0.0089190614517248,-0.6903639495152267,0.01429216534468461
1092,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,-0.3884126525116977,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.605361314014869,0.010636891942395475,0.2519377891587684,-0.014717763720590296,3.231434769334528,0.016223950839318307,-1.316981343537556,-0.01374998651056366,-0.5206898115624653,0.014595643696973389,0.27246610286398837,0.00267507925885384,0.7018158322818818,0.023252844994089708,-0.09541152478951422,-0.015182001969716327,0.5578678408221547,-0.009918211064522408,-0.098741961463754,0.0027678328961778303,-0.37445631751470965,-0.008766793000967346,-0.4345375918268588,0.0014862101776492343
1094,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1.1532727111865981,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6858057059905838,0.0008269267624850574,2.2488427599146865,0.01586139415371056,0.9749294069068214,0.02455278396602293,-1.4504626868199975,-0.014913158736431023,0.7941667321293661,-0.020089144610715714,-0.21678916593746228,0.005592587566982134,0.3749212291486189,0.01374012259685082,0.3575191064744878,-0.019180407704821593,-0.9170744263892092,-0.004579607696888236,0.9777310920737018,-0.030434128951200397,0.9864340279730235,0.003436193059263534,-1.1987034994610881,-0.01253456663316736
1095,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0.7678513702620242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42540382802178445,0.005356615006925496,1.4055769371022795,-0.02413792819248092,2.598313251592994,-0.012929462709945433,-0.5976429657653539,-0.013362479558043004,-0.758060644026436,0.019839254676407715,1.0687572582751528,-0.014934062313028894,0.8855051357671172,0.025688602878246224,0.009342449276384746,-0.014400074103053698,0.5109013730378086,-0.002344678300231798,-1.1017209962286356,0.009500292320325718,-0.5451737111421057,-0.0003765694479144748,0.6728220587968475,-0.0011171984042362237
1096,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.5109038096456416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3596254638640204,0.005719497419782787,-0.45363322284954266,-0.011915763611718267,0.5818065225404119,0.02617418018726093,0.6602189668549953,0.011730780616826666,-0.4698881415387975,-0.016106578516109357,-0.6467194543092347,0.010486652169632259,-0.21798108532951743,-0.0021696678526727975,-0.612370346891441,0.02052339527990163,0.18938891150510664,-0.018414548258654646,0.7355193091056464,-0.0068307955515035145,0.752738985238283,0.007487315509370137,-1.0323487398823414,0.004401515141021979
1098,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1.024798930878407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6881328130366215,0.0015107904244673217,2.156351790642788,-0.01722316293356494,1.3936170951516706,0.005632882747915472,-0.49532979947945727,-0.0044336197690505634,-0.11924492353371728,-0.009656411668310732,-0.005821804930439813,0.0006391317856109394,-0.21791703272966575,0.022223461152155184,-0.306909014988588,0.005082447896439291,0.14082864330834333,0.0006993759718982087,-0.35820809769965517,0.002862844936094861,-0.17770195305565245,0.0006051059377538667,-0.3145515882476923,-0.007794566758212345
1100,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.5109038096456416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0563326260997017,0.0051059536734949255,-0.5819741091170701,-0.014554835052454158,0.0305497864672243,0.018084164289560344,-0.32061140310552844,-0.01895859397408786,-0.5977386286147754,-0.012815421596299994,1.420575615539967,-0.0161446460132081,-1.5258750654940982,-0.022677088261659293,0.007576109068879323,0.02042012682093346,0.504449717358717,0.0023324344930367997,0.9813918813619725,0.010986510948866133,0.8944783042078845,0.018018870864089407,0.4581202209951404,0.009075943784600431
1102,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.25993887220350637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.17700997267318228,0.006643159351008851,-0.875880758269481,0.008323695729741338,-1.8026123850707403,-0.0007355777314049782,-1.9043611583456856,0.00022627045534733022,1.312428302967184,0.005932777625681121,-0.6275107878048378,0.00629651033466402,2.3417223724181553,-0.004564499046916809,-0.12123931967490274,0.006680176487476337,-0.951427730031684,-0.0025784061357951404,-0.6286793019873921,-0.07738918474313478,2.3546248302032975,-0.0013228410914482883,-0.9511278232094593,-0.003581985859143625
1105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.4162028949772283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0565395283345476,-0.004245168033150257,-2.308150362855306,0.010151836852025186,-0.42945000558480473,-0.013237068675026175,2.032649530699855,0.016588079786212143,-0.2233444754056288,0.024519575687021997,0.061161172014589024,0.004847089692605495,0.9370635457070406,-0.013183313548456279,-0.4943046984629099,-0.01076751066878349,0.3321556548482599,-0.010299333806025383,0.2166946618760304,0.011012353303310555,-0.36533245009945586,0.010746074406542586,0.6385488725577303,0.015837293531283627
1107,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.6393775899538329,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5131759219992161,-0.02608579117730469,1.8649821295964102,0.006985063118242486,-2.228098220247534,-0.01798510026010998,0.4102138935832705,0.015503568103271885,-1.1694621241204537,-0.0024544706781682115,-1.5939606490806593,-0.014414424966724362,0.7588855460497801,0.015690895044148254,-0.6976304205067533,0.0188419759586016,0.3396315989501559,0.0015363049650747947,-0.14239699352728544,-0.0054022139192695506,0.19021108747267138,0.0017655186268507983,1.0365965851000591,0.023829276532777152
1108,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,-0.6453602131280803,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33435576168246195,0.002317454520138566,-0.6344287434990009,-0.021022742300958307,2.4915885782005804,0.010597225498768426,0.39189302380572844,0.018301974719876796,0.4336037226076347,-0.01646163305299229,-1.6854559112157492,-4.739274491673886e-05,-0.8978274474492415,-0.00495898585954257,1.0786329057015749,-0.021714959307960646,-0.39409848989549245,0.006196486036170293,-0.509493619168097,-0.0012273943379052829,0.2234501392656563,-0.022389009104019853,-0.057147007587366336,-0.0002018794705409749
1113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.25993887220350637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5198006373887503,0.004360897138660685,-2.379633500704126,-0.023875868612106863,-0.1096700838215825,-0.022910739954823605,-1.2570387941676606,-0.018903793897101166,0.22143714728314423,0.02403291307803215,1.4298140855121593,0.012873085417302942,-0.30988789935359573,-0.01112550271017322,-0.7466937851050464,0.015365049928358255,-0.18467122419948467,0.00822928160170334,-1.5150608213984587,0.011253109180704665,-1.0486244894068912,-0.012610422481733613,0.43313946068529924,-0.012636859252427425
1115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,-0.6453602131280803,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3700587213620868,-2.3217337627697086e-06,-0.6527090690840259,-0.020508035837299574,2.4651948319404227,0.010734593694943598,0.411125437391802,0.017747216890282077,0.3849654099688364,-0.016961103223769106,-1.6675659678591421,-0.0008838044887665213,-0.9082286297710912,-0.006458167485592623,1.1231885653476095,-0.022198273473363898,-0.5152272934167043,0.005124290983148065,-0.4223360019717977,-0.000508012479156115,0.18570580496360642,-0.022485133498702015,-0.008073553180463747,-0.0012004579181862274
1118,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.6393775899538329,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5131759219992161,-0.02608579117730469,1.8649821295964102,0.006985063118242486,-2.228098220247534,-0.01798510026010998,0.4102138935832705,0.015503568103271885,-1.1694621241204537,-0.0024544706781682115,-1.5939606490806593,-0.014414424966724362,0.7588855460497801,0.015690895044148254,-0.6976304205067533,0.0188419759586016,0.3396315989501559,0.0015363049650747947,-0.14239699352728544,-0.0054022139192695506,0.19021108747267138,0.0017655186268507983,1.0365965851000591,0.023829276532777152
1119,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,-0.6453602131280803,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33435576168246195,0.002317454520138566,-0.6344287434990009,-0.021022742300958307,2.4915885782005804,0.010597225498768426,0.39189302380572844,0.018301974719876796,0.4336037226076347,-0.01646163305299229,-1.6854559112157492,-4.739274491673886e-05,-0.8978274474492415,-0.00495898585954257,1.0786329057015749,-0.021714959307960646,-0.39409848989549245,0.006196486036170293,-0.509493619168097,-0.0012273943379052829,0.2234501392656563,-0.022389009104019853,-0.057147007587366336,-0.0002018794705409749
1121,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.516886432819889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09815842779278426,0.0030823575905057038,-1.1966317842142236,0.0042301752168551,-1.6484554985005344,-0.001269038657344356,-2.121427062810326,-0.001709290205556332,0.5395634360767539,0.007940279690145808,-0.8169939463805574,-0.0015529588079766505,2.127019574086317,-0.0054666176028457195,-0.015744390399459112,0.009493546895780186,-0.6769855390996471,-0.0034955538018029597,-0.6157135909270698,-0.0690244655769941,2.1963942264303284,-0.007772219397494359,-0.5158402075477349,0.00580756231228486
1122,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,-0.902307773744463,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9101424124765892,0.015992001493526746,-0.34843993279607854,-0.013472132092722825,3.2031173166642564,0.01743972816929301,-2.005096314315169,-0.010070454000329743,0.7033477916288972,0.02356024392863143,-0.258159669480729,0.025619951349254662,0.438614298408652,0.031229444981680753,-0.5197521114321239,-0.011980912390081243,0.9172510219735438,0.005560987904078403,-0.6378004289328555,0.00830378480715489,-1.3217784820376277,-0.022176691225355462,-0.9421614047010509,-0.006387983064516591
1123,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.0029913115871237194,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.76290789214807,-0.002117492209753047,1.8647984568844296,0.002805881329546507,0.4456457670315357,-0.010078904081668071,0.14624779928642162,-0.01783521158894727,-1.8589896835064885,-0.014939488102491363,0.09646485498333375,-0.006297081023117732,-0.6826677637342415,0.013718326291473723,-1.318718381632807,-0.008739629052111382,0.6883301700852849,-0.004614918285463217,0.3480772670931642,0.004401211348322705,1.0453507709522123,0.018312604167445894,0.7142335557021954,0.042836442051629404
1127,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-0.0029913115871237194,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.76290789214807,-0.002117492209753047,1.8647984568844296,0.002805881329546507,0.4456457670315357,-0.010078904081668071,0.14624779928642162,-0.01783521158894727,-1.8589896835064885,-0.014939488102491363,0.09646485498333375,-0.006297081023117732,-0.6826677637342415,0.013718326291473723,-1.318718381632807,-0.008739629052111382,0.6883301700852849,-0.004614918285463217,0.3480772670931642,0.004401211348322705,1.0453507709522123,0.018312604167445894,0.7142335557021954,0.042836442051629404
1128,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.3884126525116977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.226570325896508,0.001800936893421349,-0.3554143084030705,-0.007331725584672232,0.413549670584869,0.015173573028051215,0.4168368920053661,0.017386886275349876,-0.27626161192416065,-0.012931087042813922,-1.5423194174215171,0.02466741973161145,-0.5571908991958107,0.009362440557485576,-0.7375864260241519,0.017391229360474634,0.1669692601072086,-0.009953344579416028,0.03763649320822978,0.006914746978957711,-0.5368646071979416,-0.013294736393132948,-1.1489518657314275,-0.00046249338637948404
